Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   20001/21140       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [73]
[63]     0.0    0.00    0.00   21140         std::allocator<int>::allocator() [63]
                0.00    0.00   21140/21140       __gnu_cxx::new_allocator<int>::new_allocator() [62]
-----------------------------------------------
                0.00    0.00      78/20079       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [181]
                0.00    0.00   20001/20079       std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [75]
[64]     0.0    0.00    0.00   20079         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [64]
                0.00    0.00   20079/120482      std::__deque_buf_size(unsigned long) [11]
                0.00    0.00   20079/22371       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [60]
-----------------------------------------------
                0.00    0.00      78/20079       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [180]
                0.00    0.00   20001/20079       std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [77]
[65]     0.0    0.00    0.00   20079         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [65]
                0.00    0.00   20079/120482      std::__deque_buf_size(unsigned long) [11]
                0.00    0.00   20079/22371       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00   20005/20005       std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [71]
[66]     0.0    0.00    0.00   20005         __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [66]
-----------------------------------------------
                0.00    0.00   20005/20005       std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [72]
[67]     0.0    0.00    0.00   20005         __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [67]
                0.00    0.00   20005/20005       __gnu_cxx::new_allocator<int*>::_M_max_size() const [68]
-----------------------------------------------
                0.00    0.00   20005/20005       __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [67]
[68]     0.0    0.00    0.00   20005         __gnu_cxx::new_allocator<int*>::_M_max_size() const [68]
-----------------------------------------------
                0.00    0.00       4/20005       std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [223]
                0.00    0.00   20001/20005       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [78]
[69]     0.0    0.00    0.00   20005         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [69]
                0.00    0.00   20005/40010       std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [38]
                0.00    0.00   20005/20005       std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [72]
                0.00    0.00   20005/40010       std::allocator<int*>::~allocator() [40]
-----------------------------------------------
                0.00    0.00       4/20005       std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [223]
                0.00    0.00   20001/20005       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [80]
[70]     0.0    0.00    0.00   20005         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [70]
                0.00    0.00   20005/40010       std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [38]
                0.00    0.00   20005/20005       std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [71]
                0.00    0.00   20005/40010       std::allocator<int*>::~allocator() [40]
-----------------------------------------------
                0.00    0.00   20005/20005       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [70]
[71]     0.0    0.00    0.00   20005         std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [71]
                0.00    0.00   20005/20005       __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [66]
-----------------------------------------------
                0.00    0.00   20005/20005       std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [69]
[72]     0.0    0.00    0.00   20005         std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [72]
                0.00    0.00   20005/20005       __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [67]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_base() [79]
[73]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [73]
                0.00    0.00   20001/21140       std::allocator<int>::allocator() [63]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_impl_data::_Deque_impl_data() [76]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [80]
[74]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [74]
                0.00    0.00   20001/25465       std::allocator<int>::~allocator() [54]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [78]
[75]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [75]
                0.00    0.00   20001/20079       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [64]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [73]
[76]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_Deque_impl_data::_Deque_impl_data() [76]
                0.00    0.00   40002/40002       std::_Deque_iterator<int, int&, int*>::_Deque_iterator() [41]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [80]
[77]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [77]
                0.00    0.00   20001/20079       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [65]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_base() [79]
[78]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [78]
                0.00    0.00   40002/120482      std::__deque_buf_size(unsigned long) [11]
                0.00    0.00   40002/40244       std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [34]
                0.00    0.00   20001/21171       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [61]
                0.00    0.00   20001/20005       std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [69]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [75]
-----------------------------------------------
                0.00    0.00   20001/20001       std::deque<int, std::allocator<int> >::deque() [82]
[79]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::_Deque_base() [79]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [73]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [78]
-----------------------------------------------
                0.00    0.00   20001/20001       std::deque<int, std::allocator<int> >::~deque() [83]
[80]     0.0    0.00    0.00   20001         std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [80]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [77]
                0.00    0.00   20001/20005       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [70]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [74]
-----------------------------------------------
                0.00    0.00   20001/20001       std::deque<int, std::allocator<int> >::~deque() [83]
[81]     0.0    0.00    0.00   20001         std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&) [81]
-----------------------------------------------
                0.00    0.00       1/20001       std::stack<int, std::deque<int, std::allocator<int> > >::stack<std::deque<int, std::allocator<int> >, void>() [301]
                0.00    0.00   20000/20001       void std::_Construct<std::deque<int, std::allocator<int> >>(std::deque<int, std::allocator<int> >*) [85]
[82]     0.0    0.00    0.00   20001         std::deque<int, std::allocator<int> >::deque() [82]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::_Deque_base() [79]
-----------------------------------------------
                0.00    0.00       1/20001       std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [302]
                0.00    0.00   20000/20001       void std::_Destroy<std::deque<int, std::allocator<int> > >(std::deque<int, std::allocator<int> >*) [86]
[83]     0.0    0.00    0.00   20001         std::deque<int, std::allocator<int> >::~deque() [83]
                0.00    0.00   20001/30001       std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [46]
                0.00    0.00   20001/90001       std::deque<int, std::allocator<int> >::end() [25]
                0.00    0.00   20001/50001       std::deque<int, std::allocator<int> >::begin() [30]
                0.00    0.00   20001/20001       std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&) [81]
                0.00    0.00   20001/20001       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [80]
-----------------------------------------------
                0.00    0.00   10000/20000       KosarajuDeque::dfs(int, std::vector<std::deque<int, std::allocator<int> >, std::allocator<std::deque<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [176]
                0.00    0.00   10000/20000       KosarajuDeque::dfsOnTranspose(int, std::vector<std::deque<int, std::allocator<int> >, std::allocator<std::deque<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [151]
[84]     0.0    0.00    0.00   20000         std::_Bit_reference::operator=(bool) [84]
-----------------------------------------------
                0.00    0.00   20000/20000       std::deque<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::deque<int, std::allocator<int> >*, unsigned long>(std::deque<int, std::allocator<int> >*, unsigned long) [250]
[85]     0.0    0.00    0.00   20000         void std::_Construct<std::deque<int, std::allocator<int> >>(std::deque<int, std::allocator<int> >*) [85]
                0.00    0.00   20000/103186      operator new(unsigned long, void*) [13]
                0.00    0.00   20000/20001       std::deque<int, std::allocator<int> >::deque() [82]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::_Destroy_aux<false>::__destroy<std::deque<int, std::allocator<int> >*>(std::deque<int, std::allocator<int> >*, std::deque<int, std::allocator<int> >*) [241]
[86]     0.0    0.00    0.00   20000         void std::_Destroy<std::deque<int, std::allocator<int> > >(std::deque<int, std::allocator<int> >*) [86]
                0.00    0.00   20000/20001       std::deque<int, std::allocator<int> >::~deque() [83]
-----------------------------------------------
                0.00    0.00   11139/11139       KosarajuDeque::findSCCs() [262]
[87]     0.0    0.00    0.00   11139         bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [87]
                0.00    0.00   22278/24556       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [56]
-----------------------------------------------
                0.00    0.00   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [89]
[88]     0.0    0.00    0.00   10001         std::deque<int, std::allocator<int> >::empty() const [88]
                0.00    0.00   10001/130001      std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [9]
-----------------------------------------------
                0.00    0.00   10001/10001       KosarajuDeque::findSCCs() [262]
[89]     0.0    0.00    0.00   10001         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [89]
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::empty() const [88]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [93]
[90]     0.0    0.00    0.00   10000         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [90]
-----------------------------------------------
                0.00    0.00   10000/10000       KosarajuDeque::findSCCs() [262]
[91]     0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [91]
-----------------------------------------------
                0.00    0.00   10000/10000       KosarajuDeque::findSCCs() [262]
[92]     0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [92]
-----------------------------------------------
                0.00    0.00      78/10000       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [180]
                0.00    0.00    9922/10000       std::deque<int, std::allocator<int> >::pop_back() [94]
[93]     0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [93]
                0.00    0.00   10000/10000       void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [90]
-----------------------------------------------
                0.00    0.00   10000/10000       std::stack<int, std::deque<int, std::allocator<int> > >::pop() [95]
[94]     0.0    0.00    0.00   10000         std::deque<int, std::allocator<int> >::pop_back() [94]
                0.00    0.00    9922/30001       std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [46]
                0.00    0.00    9922/10000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [93]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [180]
-----------------------------------------------
                0.00    0.00   10000/10000       KosarajuDeque::findSCCs() [262]
[95]     0.0    0.00    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [95]
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::pop_back() [94]
-----------------------------------------------
                0.00    0.00   10000/10000       KosarajuDeque::findSCCs() [262]
[96]     0.0    0.00    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::top() [96]
                0.00    0.00   10000/40000       std::deque<int, std::allocator<int> >::back() [43]
-----------------------------------------------
                0.00    0.00   10000/10000       KosarajuDeque::dfs(int, std::vector<std::deque<int, std::allocator<int> >, std::allocator<std::deque<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [176]
[97]     0.0    0.00    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [97]
                0.00    0.00   10000/40000       std::deque<int, std::allocator<int> >::push_back(int const&) [44]
-----------------------------------------------
                0.00    0.00   10000/10000       KosarajuDeque::dfsOnTranspose(int, std::vector<std::deque<int, std::allocator<int> >, std::allocator<std::deque<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [151]
[98]     0.0    0.00    0.00   10000         std::vector<int, std::allocator<int> >::push_back(int const&) [98]
                0.00    0.00    8847/50000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [32]
                0.00    0.00    1153/1153        std::vector<int, std::allocator<int> >::end() [148]
                0.00    0.00    1153/1153        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [147]
-----------------------------------------------
                0.00    0.00    1139/8057        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [169]
                0.00    0.00    6918/8057        int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [126]
[99]     0.0    0.00    0.00    8057         int* std::__niter_base<int*>(int*) [99]
-----------------------------------------------
                0.00    0.00    1139/7770        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [166]
                0.00    0.00    2306/7770        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [147]
                0.00    0.00    4325/7770        std::vector<int, std::allocator<int> >::~vector() [111]
[100]    0.0    0.00    0.00    7770         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [100]
-----------------------------------------------
                0.00    0.00    1139/7280        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [281]
                0.00    0.00    2047/7280        void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [143]
                0.00    0.00    4094/7280        std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [197]
[101]    0.0    0.00    0.00    7280         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [101]
-----------------------------------------------
                0.00    0.00    1139/5751        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [166]
                0.00    0.00    4612/5751        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [146]
[102]    0.0    0.00    0.00    5751         std::vector<int, std::allocator<int> >::size() const [102]
-----------------------------------------------
                0.00    0.00    1153/5478        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [147]
                0.00    0.00    4325/5478        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [110]
[103]    0.0    0.00    0.00    5478         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [103]
                0.00    0.00    2292/22371       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00    2306/4612        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [147]
                0.00    0.00    2306/4612        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [145]
[104]    0.0    0.00    0.00    4612         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [104]
-----------------------------------------------
                0.00    0.00    2278/4556        std::vector<int, std::allocator<int> >::begin() const [131]
                0.00    0.00    2278/4556        std::vector<int, std::allocator<int> >::end() const [130]
[105]    0.0    0.00    0.00    4556         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [105]
-----------------------------------------------
                0.00    0.00    4325/4325        std::allocator<int>::allocator(std::allocator<int> const&) [107]
[106]    0.0    0.00    0.00    4325         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [106]
-----------------------------------------------
                0.00    0.00    1139/4325        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [163]
                0.00    0.00    1139/4325        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [157]
                0.00    0.00    2047/4325        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [137]
[107]    0.0    0.00    0.00    4325         std::allocator<int>::allocator(std::allocator<int> const&) [107]
                0.00    0.00    4325/4325        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [106]
-----------------------------------------------
                0.00    0.00    4325/4325        void std::_Destroy<int*>(int*, int*) [112]
[108]    0.0    0.00    0.00    4325         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [108]
-----------------------------------------------
                0.00    0.00    4325/4325        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [110]
[109]    0.0    0.00    0.00    4325         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [109]
                0.00    0.00    4325/25465       std::allocator<int>::~allocator() [54]
-----------------------------------------------
                0.00    0.00    4325/4325        std::vector<int, std::allocator<int> >::~vector() [111]
[110]    0.0    0.00    0.00    4325         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [110]
                0.00    0.00    4325/5478        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [103]
                0.00    0.00    4325/4325        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [109]
-----------------------------------------------
                0.00    0.00    1139/4325        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [175]
                0.00    0.00    1139/4325        KosarajuDeque::findSCCs() [262]
                0.00    0.00    2047/4325        void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [135]
[111]    0.0    0.00    0.00    4325         std::vector<int, std::allocator<int> >::~vector() [111]
                0.00    0.00    4325/7770        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [100]
                0.00    0.00    4325/4325        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [113]
                0.00    0.00    4325/4325        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [110]
-----------------------------------------------
                0.00    0.00    4325/4325        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [113]
[112]    0.0    0.00    0.00    4325         void std::_Destroy<int*>(int*, int*) [112]
                0.00    0.00    4325/4325        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [108]
-----------------------------------------------
                0.00    0.00    4325/4325        std::vector<int, std::allocator<int> >::~vector() [111]
[113]    0.0    0.00    0.00    4325         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [113]
                0.00    0.00    4325/4325        void std::_Destroy<int*>(int*, int*) [112]
-----------------------------------------------
                0.00    0.00    4094/4094        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [137]
[114]    0.0    0.00    0.00    4094         std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [114]
-----------------------------------------------
                0.00    0.00    2047/4094        void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [141]
                0.00    0.00    2047/4094        void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [136]
[115]    0.0    0.00    0.00    4094         std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [115]
-----------------------------------------------
                0.00    0.00    1139/3445        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [166]
                0.00    0.00    2306/3445        std::vector<int, std::allocator<int> >::max_size() const [122]
[116]    0.0    0.00    0.00    3445         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [116]
-----------------------------------------------
                0.00    0.00       5/2413        std::vector<std::deque<int, std::allocator<int> >, std::allocator<std::deque<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::deque<int, std::allocator<int> > > const&) [216]
                0.00    0.00      24/2413        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [193]
                0.00    0.00      78/2413        std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [179]
                0.00    0.00    2306/2413        std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [123]
[117]    0.0    0.00    0.00    2413         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [117]
-----------------------------------------------
                0.00    0.00    2384/2384        std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [119]
[118]    0.0    0.00    0.00    2384         __gnu_cxx::new_allocator<int>::max_size() const [118]
                0.00    0.00    2384/24755       __gnu_cxx::new_allocator<int>::_M_max_size() const [55]
-----------------------------------------------
                0.00    0.00      78/2384        std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [179]
                0.00    0.00    2306/2384        std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [123]
[119]    0.0    0.00    0.00    2384         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [119]
                0.00    0.00    2384/2384        __gnu_cxx::new_allocator<int>::max_size() const [118]
-----------------------------------------------
                0.00    0.00      24/2328        void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [208]
                0.00    0.00      24/2328        __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [203]
                0.00    0.00    2280/2328        bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [150]
[120]    0.0    0.00    0.00    2328         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [120]
-----------------------------------------------
                0.00    0.00    1153/2306        std::vector<int, std::allocator<int> >::end() [148]
                0.00    0.00    1153/2306        std::vector<int, std::allocator<int> >::begin() [149]
[121]    0.0    0.00    0.00    2306         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [121]
