Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1195/4437        std::vector<int, std::allocator<int> >::~vector() [151]
                0.00    0.00    1195/1195        __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [201]
                0.00    0.00    1195/2390        std::vector<int, std::allocator<int> >::begin() const [175]
                0.00    0.00    1195/2390        std::vector<int, std::allocator<int> >::end() const [174]
                0.00    0.00    1195/1195        __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [200]
                0.00    0.00       1/1           std::stack<int, std::deque<int, std::allocator<int> > >::stack<std::deque<int, std::allocator<int> >, void>() [350]
                0.00    0.00       1/3           std::allocator<bool>::allocator() [292]
                0.00    0.00       1/20003       std::allocator<bool>::~allocator() [96]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::end() [357]
                0.00    0.00       1/1           void std::fill<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&) [359]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [355]
                0.00    0.00       1/13          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [251]
                0.00    0.00       1/13          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [250]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [356]
                0.00    0.00       1/1           std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [351]
-----------------------------------------------
                0.00    0.00   20000/300160000     KosarajuAdjMatrix::findSCCs() [2]
                0.00    0.00   30000/300160000     KosarajuAdjMatrix::addArc(int, int) [43]
                0.18    2.67 100030000/300160000     KosarajuAdjMatrix::transposeGraph() [7]
                0.18    2.67 100040000/300160000     KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.18    2.67 100040000/300160000     KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
[3]     82.8    0.54    8.00 300160000         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [3]
                0.69    4.24 300160000/300160000     std::_Bit_iterator::operator[](long) const [4]
                2.35    0.71 300160000/300180001     std::vector<bool, std::allocator<bool> >::begin() [9]
-----------------------------------------------
                0.69    4.24 300160000/300160000     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [3]
[4]     47.8    0.69    4.24 300160000         std::_Bit_iterator::operator[](long) const [4]
                2.28    1.05 300160000/300180003     std::operator+(std::_Bit_iterator const&, long) [6]
                0.54    0.37 300160000/300480000     std::_Bit_iterator::operator*() const [11]
-----------------------------------------------
                                9474             KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.18    3.17     526/526         KosarajuAdjMatrix::findSCCs() [2]
[5]     32.6    0.18    3.17     526+9474    KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.18    2.67 100040000/300160000     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [3]
                0.15    0.00 100030000/300400000     std::_Bit_reference::operator bool() const [14]
                0.12    0.00 100000000/300060000     std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [16]
                0.06    0.00   10000/10000       std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [23]
                0.00    0.00   10000/400000      std::_Bit_reference::operator=(bool) [24]
                                9474             KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
-----------------------------------------------
                0.00    0.00   20003/300180003     std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                2.28    1.05 300160000/300180003     std::_Bit_iterator::operator[](long) const [4]
[6]     32.4    2.29    1.05 300180003         std::operator+(std::_Bit_iterator const&, long) [6]
                0.43    0.62 300180003/300180003     std::_Bit_iterator::operator+=(long) [10]
-----------------------------------------------
                0.13    3.19       1/1           KosarajuAdjMatrix::findSCCs() [2]
[7]     32.3    0.13    3.19       1         KosarajuAdjMatrix::transposeGraph() [7]
                0.18    2.67 100030000/300160000     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [3]
                0.15    0.00 100000000/300400000     std::_Bit_reference::operator bool() const [14]
                0.12    0.00 100030000/300060000     std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [16]
                0.05    0.00       1/3           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [18]
                0.00    0.02       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [38]
                0.01    0.00       1/2           std::allocator<std::vector<bool, std::allocator<bool> > >::allocator() [39]
                0.00    0.00   30000/400000      std::_Bit_reference::operator=(bool) [24]
                0.00    0.00       1/20003       std::vector<bool, std::allocator<bool> >::~vector() [54]
                0.00    0.00       1/3           std::allocator<bool>::allocator() [292]
                0.00    0.00       1/20003       std::allocator<bool>::~allocator() [96]
                0.00    0.00       1/4           std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [280]
-----------------------------------------------
                                8805             KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
                0.17    3.12    1195/1195        KosarajuAdjMatrix::findSCCs() [2]
[8]     31.9    0.17    3.12    1195+8805    KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
                0.18    2.67 100040000/300160000     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [3]
                0.15    0.00 100030000/300400000     std::_Bit_reference::operator bool() const [14]
                0.12    0.00 100000000/300060000     std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [16]
                0.00    0.00   10000/400000      std::_Bit_reference::operator=(bool) [24]
                0.00    0.00   10000/10000       std::vector<int, std::allocator<int> >::push_back(int const&) [135]
                                8805             KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
-----------------------------------------------
                0.00    0.00       1/300180001     KosarajuAdjMatrix::findSCCs() [2]
                0.00    0.00   20000/300180001     std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
                2.35    0.71 300160000/300180001     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [3]
[9]     29.8    2.35    0.71 300180001         std::vector<bool, std::allocator<bool> >::begin() [9]
                0.48    0.23 300180001/300220004     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [12]
-----------------------------------------------
                0.43    0.62 300180003/300180003     std::operator+(std::_Bit_iterator const&, long) [6]
[10]    10.2    0.43    0.62 300180003         std::_Bit_iterator::operator+=(long) [10]
                0.62    0.00 300180003/300180003     std::_Bit_iterator_base::_M_incr(long) [13]
-----------------------------------------------
                0.00    0.00  320000/300480000     std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [31]
                0.54    0.37 300160000/300480000     std::_Bit_iterator::operator[](long) const [4]
[11]     8.8    0.54    0.37 300480000         std::_Bit_iterator::operator*() const [11]
                0.37    0.00 300480000/300800000     std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [15]
-----------------------------------------------
                0.00    0.00   20000/300220004     std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [30]
                0.00    0.00   20003/300220004     std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                0.48    0.23 300180001/300220004     std::vector<bool, std::allocator<bool> >::begin() [9]
[12]     6.9    0.48    0.23 300220004         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [12]
                0.23    0.00 300220004/300400016     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [17]
-----------------------------------------------
                0.62    0.00 300180003/300180003     std::_Bit_iterator::operator+=(long) [10]
[13]     6.0    0.62    0.00 300180003         std::_Bit_iterator_base::_M_incr(long) [13]
-----------------------------------------------
                0.00    0.00   20000/300400000     KosarajuAdjMatrix::findSCCs() [2]
                0.00    0.00  320000/300400000     std::_Bit_const_iterator::operator*() const [44]
                0.15    0.00 100000000/300400000     KosarajuAdjMatrix::transposeGraph() [7]
                0.15    0.00 100030000/300400000     KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.15    0.00 100030000/300400000     KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
[14]     4.5    0.47    0.00 300400000         std::_Bit_reference::operator bool() const [14]
-----------------------------------------------
                0.00    0.00  320000/300800000     std::_Bit_const_iterator::operator*() const [44]
                0.37    0.00 300480000/300800000     std::_Bit_iterator::operator*() const [11]
[15]     3.6    0.37    0.00 300800000         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [15]
-----------------------------------------------
                0.00    0.00   30000/300060000     KosarajuAdjMatrix::addArc(int, int) [43]
                0.12    0.00 100000000/300060000     KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.12    0.00 100000000/300060000     KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
                0.12    0.00 100030000/300060000     KosarajuAdjMatrix::transposeGraph() [7]
[16]     3.5    0.36    0.00 300060000         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [16]
-----------------------------------------------
                0.00    0.00   40000/300400016     std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [56]
                0.00    0.00   60000/300400016     std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [48]
                0.00    0.00   80012/300400016     std::_Bit_iterator::_Bit_iterator() [46]
                0.23    0.00 300220004/300400016     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [12]
[17]     2.3    0.23    0.00 300400016         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [17]
-----------------------------------------------
                0.05    0.00       1/3           KosarajuAdjMatrix::KosarajuAdjMatrix(int) [19]
                0.05    0.00       1/3           KosarajuAdjMatrix::transposeGraph() [7]
                0.05    0.00       1/3           KosarajuAdjMatrix::findSCCs() [2]
[18]     1.4    0.14    0.00       3         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [18]
                0.00    0.00       3/20003       std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                0.00    0.00       3/20003       std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [52]
                0.00    0.00       3/3           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [296]
-----------------------------------------------
                0.00    0.13       1/1           main [1]
[19]     1.3    0.00    0.13       1         KosarajuAdjMatrix::KosarajuAdjMatrix(int) [19]
                0.06    0.02       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::resize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [20]
                0.05    0.00       1/3           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [18]
                0.00    0.01       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector() [42]
                0.00    0.00       1/20003       std::vector<bool, std::allocator<bool> >::~vector() [54]
                0.00    0.00       1/3           std::allocator<bool>::allocator() [292]
                0.00    0.00       1/20003       std::allocator<bool>::~allocator() [96]
-----------------------------------------------
                0.06    0.02       1/1           KosarajuAdjMatrix::KosarajuAdjMatrix(int) [19]
[20]     0.8    0.06    0.02       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::resize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [20]
                0.00    0.02       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> >*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, unsigned long, std::vector<bool, std::allocator<bool> > const&) [36]
                0.00    0.00       2/6           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::size() const [268]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::end() [353]
-----------------------------------------------
                                                 <spontaneous>
[21]     0.7    0.07    0.00                 _GLOBAL__sub_I_main [21]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [319]
-----------------------------------------------
                                                 <spontaneous>
[22]     0.7    0.07    0.00                 operator delete(void*, void*) [22]
-----------------------------------------------
                0.06    0.00   10000/10000       KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
[23]     0.5    0.06    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [23]
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::push_back(int const&) [132]
-----------------------------------------------
                0.00    0.00   10000/400000      KosarajuAdjMatrix::dfs(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.00    0.00   10000/400000      KosarajuAdjMatrix::dfsOnTranspose(int, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [8]
                0.00    0.00   30000/400000      KosarajuAdjMatrix::addArc(int, int) [43]
                0.00    0.00   30000/400000      KosarajuAdjMatrix::transposeGraph() [7]
                0.04    0.00  320000/400000      std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [31]
[24]     0.4    0.04    0.00  400000         std::_Bit_reference::operator=(bool) [24]
-----------------------------------------------
                0.00    0.04   20000/20000       void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [26]
[25]     0.4    0.00    0.04   20000         std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
                0.00    0.04   20000/20000       std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [30]
                0.00    0.00   20000/20003       std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                0.00    0.00   20000/300180001     std::vector<bool, std::allocator<bool> >::begin() [9]
                0.00    0.00   20000/20003       std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [52]
                0.00    0.00   20000/20000       std::vector<bool, std::allocator<bool> >::size() const [57]
                0.00    0.00   20000/40000       std::vector<bool, std::allocator<bool> >::end() const [55]
                0.00    0.00   20000/40000       std::vector<bool, std::allocator<bool> >::begin() const [62]
                0.00    0.00   20000/20000       std::_Bvector_base<std::allocator<bool> >::_M_get_Bit_allocator() const [104]
                0.00    0.00   20000/20000       __gnu_cxx::__alloc_traits<std::allocator<unsigned long>, unsigned long>::_S_select_on_copy(std::allocator<unsigned long> const&) [103]
                0.00    0.00   20000/20000       std::allocator<bool>::allocator<unsigned long>(std::allocator<unsigned long> const&) [105]
                0.00    0.00   20000/20003       std::allocator<bool>::~allocator() [96]
                0.00    0.00   20000/60006       std::allocator<unsigned long>::~allocator() [75]
-----------------------------------------------
                0.00    0.04   20000/20000       std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [27]
[26]     0.4    0.00    0.04   20000         void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [26]
                0.00    0.04   20000/20000       std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
                0.00    0.00   20000/20000       std::vector<bool, std::allocator<bool> > const& std::forward<std::vector<bool, std::allocator<bool> > const&>(std::remove_reference<std::vector<bool, std::allocator<bool> > const&>::type&) [116]
                0.00    0.00   20000/43242       operator new(unsigned long, void*) [77]
-----------------------------------------------
                0.00    0.04       2/2           std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [28]
[27]     0.4    0.00    0.04       2         std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [27]
                0.00    0.04   20000/20000       void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [26]
                0.00    0.00   20000/40000       std::vector<bool, std::allocator<bool> >* std::__addressof<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >&) [83]
-----------------------------------------------
                0.00    0.04       2/2           std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [29]
[28]     0.4    0.00    0.04       2         std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [28]
                0.00    0.04       2/2           std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [27]
-----------------------------------------------
                0.00    0.02       1/2           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> >*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, unsigned long, std::vector<bool, std::allocator<bool> > const&) [36]
                0.00    0.02       1/2           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [37]
[29]     0.4    0.00    0.04       2         std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [29]
                0.00    0.04       2/2           std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [28]
-----------------------------------------------
                0.00    0.04   20000/20000       std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
[30]     0.4    0.00    0.04   20000         std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [30]
                0.00    0.04   20000/20000       std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [35]
                0.00    0.00   20000/300220004     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [12]
                0.00    0.00   20000/60000       std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [48]
                0.00    0.00   20000/20000       unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [115]
-----------------------------------------------
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [34]
[31]     0.4    0.00    0.04   20000         std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [31]
                0.04    0.00  320000/400000      std::_Bit_reference::operator=(bool) [24]
                0.00    0.00  320000/300480000     std::_Bit_iterator::operator*() const [11]
                0.00    0.00  320000/320000      std::_Bit_const_iterator::operator*() const [44]
                0.00    0.00  320000/320000      std::_Bit_const_iterator::operator++() [73]
                0.00    0.00  320000/320000      std::_Bit_iterator::operator++() [72]
                0.00    0.00   20000/40000       std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [87]
-----------------------------------------------
                0.00    0.04   20000/20000       std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [35]
[32]     0.4    0.00    0.04   20000         std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [32]
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move_a1<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [33]
                0.00    0.00   40000/40000       std::_Bit_const_iterator std::__niter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [86]
                0.00    0.00   20000/20000       std::_Bit_iterator std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator) [109]
                0.00    0.00   20000/20000       std::_Bit_iterator std::__niter_wrap<std::_Bit_iterator>(std::_Bit_iterator const&, std::_Bit_iterator) [111]
-----------------------------------------------
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [32]
[33]     0.4    0.00    0.04   20000         std::_Bit_iterator std::__copy_move_a1<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [33]
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [34]
-----------------------------------------------
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move_a1<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [33]
[34]     0.4    0.00    0.04   20000         std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [34]
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [31]
-----------------------------------------------
                0.00    0.04   20000/20000       std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [30]
[35]     0.4    0.00    0.04   20000         std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [35]
                0.00    0.04   20000/20000       std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [32]
                0.00    0.00   40000/40000       std::_Bit_const_iterator std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [85]
-----------------------------------------------
                0.00    0.02       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::resize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [20]
